,exp_name,env_name,seed,metric,env_step,value
19260,ours,h1-stair-v0,2,avg_return,610000,309.65165856832402
19261,ours,h1-stair-v0,2,avg_return,620000,487.24976551083398
19262,ours,h1-stair-v0,2,avg_return,630000,610.38291099649348
19263,ours,h1-stair-v0,2,avg_return,640000,589.45396684305103
19264,ours,h1-stair-v0,2,avg_return,650000,730.60367087832878
19265,ours,h1-stair-v0,2,avg_return,660000,827.72973318310198
19266,ours,h1-stair-v0,2,avg_return,670000,575.99889411411618
19267,ours,h1-stair-v0,2,avg_return,680000,435.85794900337021
19268,ours,h1-stair-v0,2,avg_return,690000,480.31071494333253
19269,ours,h1-stair-v0,2,avg_return,700000,826.37316480098127
19270,ours,h1-stair-v0,2,avg_return,710000,804.94683326448023
19271,ours,h1-stair-v0,2,avg_return,720000,576.9640252700683
19272,ours,h1-stair-v0,2,avg_return,730000,471.4025607291037
19273,ours,h1-stair-v0,2,avg_return,740000,636.53759712447027
19274,ours,h1-stair-v0,2,avg_return,750000,595.61844703338943
19275,ours,h1-stair-v0,2,avg_return,760000,723.8814153859596
19276,ours,h1-stair-v0,2,avg_return,770000,829.86824356125578
19277,ours,h1-stair-v0,2,avg_return,780000,608.95461708571042
19278,ours,h1-stair-v0,2,avg_return,790000,791.84390390654596
19279,ours,h1-stair-v0,2,avg_return,800000,410.12312993836878
19280,ours,h1-stair-v0,2,avg_return,810000,641.76346168218993
19281,ours,h1-stair-v0,2,avg_return,820000,416.64114720967081
19282,ours,h1-stair-v0,2,avg_return,830000,485.33159009790734
19283,ours,h1-stair-v0,2,avg_return,840000,363.34318834881088
19284,ours,h1-stair-v0,2,avg_return,850000,675.56550334299936
19285,ours,h1-stair-v0,2,avg_return,860000,518.68452757739522
19286,ours,h1-stair-v0,2,avg_return,870000,770.1378385978262
19287,ours,h1-stair-v0,2,avg_return,880000,702.28279089658952
19288,ours,h1-stair-v0,2,avg_return,890000,747.50927505796778
19289,ours,h1-stair-v0,2,avg_return,900000,605.94954839044112
19290,ours,h1-stair-v0,2,avg_return,910000,679.04551966742997
19291,ours,h1-stair-v0,2,avg_return,920000,708.62636673325574
19292,ours,h1-stair-v0,2,avg_return,930000,420.0813349586964
19293,ours,h1-stair-v0,2,avg_return,940000,681.49796550255701
19294,ours,h1-stair-v0,2,avg_return,950000,800.87421947035602
19295,ours,h1-stair-v0,2,avg_return,960000,830.83494260789575
19296,ours,h1-stair-v0,2,avg_return,970000,784.18134763032094
19297,ours,h1-stair-v0,2,avg_return,980000,685.29347893839395
19298,ours,h1-stair-v0,2,avg_return,990000,617.8353595745856
19299,ours,h1-stair-v0,2,avg_return,1000000,751.97523505398738
19300,ours,h1-stair-v0,3,avg_return,10000,3.4293527016726046
19301,ours,h1-stair-v0,3,avg_return,20000,6.5446524886264781
19302,ours,h1-stair-v0,3,avg_return,30000,5.7076655346429233
19303,ours,h1-stair-v0,3,avg_return,40000,29.765441974749898
19304,ours,h1-stair-v0,3,avg_return,50000,27.195502591554451
19305,ours,h1-stair-v0,3,avg_return,60000,29.021043661611948
19306,ours,h1-stair-v0,3,avg_return,70000,27.097552784549514
19307,ours,h1-stair-v0,3,avg_return,80000,30.079731014476199
19308,ours,h1-stair-v0,3,avg_return,90000,60.255618305768124
19309,ours,h1-stair-v0,3,avg_return,100000,53.352118400521398
19310,ours,h1-stair-v0,3,avg_return,110000,56.83505815099236
19311,ours,h1-stair-v0,3,avg_return,120000,66.286254297895226
19312,ours,h1-stair-v0,3,avg_return,130000,110.05236960505538
19313,ours,h1-stair-v0,3,avg_return,140000,110.16108314212006
19314,ours,h1-stair-v0,3,avg_return,150000,114.79041843658179
19315,ours,h1-stair-v0,3,avg_return,160000,119.85179178611509
19316,ours,h1-stair-v0,3,avg_return,170000,155.70315086579785
19317,ours,h1-stair-v0,3,avg_return,180000,164.82119132774747
19318,ours,h1-stair-v0,3,avg_return,190000,187.30137781932046
19319,ours,h1-stair-v0,3,avg_return,200000,176.04969781263242
19320,ours,h1-stair-v0,3,avg_return,210000,168.35979556539263
19321,ours,h1-stair-v0,3,avg_return,220000,188.09833051977193
19322,ours,h1-stair-v0,3,avg_return,230000,235.70717709413302
19323,ours,h1-stair-v0,3,avg_return,240000,263.6713280191388
19324,ours,h1-stair-v0,3,avg_return,250000,303.329140632139
19325,ours,h1-stair-v0,3,avg_return,260000,69.226638689515454
19326,ours,h1-stair-v0,3,avg_return,270000,109.2893163727515
19327,ours,h1-stair-v0,3,avg_return,280000,174.07960862255868
19328,ours,h1-stair-v0,3,avg_return,290000,200.37190039545925
19329,ours,h1-stair-v0,3,avg_return,300000,315.67092816751591
19330,ours,h1-stair-v0,3,avg_return,310000,215.99529717971592
19331,ours,h1-stair-v0,3,avg_return,320000,181.72534060795209
19332,ours,h1-stair-v0,3,avg_return,330000,210.00157242790957
19333,ours,h1-stair-v0,3,avg_return,340000,253.02001755523742
19334,ours,h1-stair-v0,3,avg_return,350000,213.63330051812804
19335,ours,h1-stair-v0,3,avg_return,360000,293.58955173763309
19336,ours,h1-stair-v0,3,avg_return,370000,251.77891841344186
19337,ours,h1-stair-v0,3,avg_return,380000,267.01441898226113
19338,ours,h1-stair-v0,3,avg_return,390000,286.21670621210217
19339,ours,h1-stair-v0,3,avg_return,400000,352.1814846038514
19340,ours,h1-stair-v0,3,avg_return,410000,286.20265704257162
19341,ours,h1-stair-v0,3,avg_return,420000,262.55971876839465
19342,ours,h1-stair-v0,3,avg_return,430000,353.12207236444067
19343,ours,h1-stair-v0,3,avg_return,440000,302.76593301545626
19344,ours,h1-stair-v0,3,avg_return,450000,286.11099521557492
19345,ours,h1-stair-v0,3,avg_return,460000,147.21218487868927
19346,ours,h1-stair-v0,3,avg_return,470000,250.59660409145485
19347,ours,h1-stair-v0,3,avg_return,480000,239.87667558984239
19348,ours,h1-stair-v0,3,avg_return,490000,306.14738739267148
19349,ours,h1-stair-v0,3,avg_return,500000,252.52364845542462
19350,ours,h1-stair-v0,3,avg_return,510000,315.39668877471161
19351,ours,h1-stair-v0,3,avg_return,520000,583.06200754116855
19352,ours,h1-stair-v0,3,avg_return,530000,488.26345489401876
19353,ours,h1-stair-v0,3,avg_return,540000,506.30507892564736
19354,ours,h1-stair-v0,3,avg_return,550000,407.53116989303464
19355,ours,h1-stair-v0,3,avg_return,560000,357.94432636476279
19356,ours,h1-stair-v0,3,avg_return,570000,606.41270676367674
19357,ours,h1-stair-v0,3,avg_return,580000,305.53492798005271
19358,ours,h1-stair-v0,3,avg_return,590000,272.86519057525317
19359,ours,h1-stair-v0,3,avg_return,600000,571.00758755842912
19360,ours,h1-stair-v0,3,avg_return,610000,360.4540553817281
19361,ours,h1-stair-v0,3,avg_return,620000,561.01947409129696
19362,ours,h1-stair-v0,3,avg_return,630000,396.09886997937292
19363,ours,h1-stair-v0,3,avg_return,640000,427.6344795695606
19364,ours,h1-stair-v0,3,avg_return,650000,398.5560526603017
19365,ours,h1-stair-v0,3,avg_return,660000,434.3464910132746
19366,ours,h1-stair-v0,3,avg_return,670000,551.9891628473074
19367,ours,h1-stair-v0,3,avg_return,680000,486.63486403309543
19368,ours,h1-stair-v0,3,avg_return,690000,583.20709941229245
19369,ours,h1-stair-v0,3,avg_return,700000,590.6528642021467
19370,ours,h1-stair-v0,3,avg_return,710000,616.35807123045902
19371,ours,h1-stair-v0,3,avg_return,720000,809.39950258245358
19372,ours,h1-stair-v0,3,avg_return,730000,582.00289435619106
19373,ours,h1-stair-v0,3,avg_return,740000,740.27094658391593
19374,ours,h1-stair-v0,3,avg_return,750000,389.87382524772539
19375,ours,h1-stair-v0,3,avg_return,760000,428.25826981048931
19376,ours,h1-stair-v0,3,avg_return,770000,718.38293785046369
19377,ours,h1-stair-v0,3,avg_return,780000,542.89903401217202
19378,ours,h1-stair-v0,3,avg_return,790000,619.66458955442545
19379,ours,h1-stair-v0,3,avg_return,800000,432.84142536867728
19380,ours,h1-stair-v0,3,avg_return,810000,337.92331208827966
19381,ours,h1-stair-v0,3,avg_return,820000,706.22609810716551
19382,ours,h1-stair-v0,3,avg_return,830000,469.04859279550266
19383,ours,h1-stair-v0,3,avg_return,840000,640.79750647074979
19384,ours,h1-stair-v0,3,avg_return,850000,630.02284364880541
19385,ours,h1-stair-v0,3,avg_return,860000,652.53682660242362
19386,ours,h1-stair-v0,3,avg_return,870000,552.918693081745
19387,ours,h1-stair-v0,3,avg_return,880000,635.78673190133338
19388,ours,h1-stair-v0,3,avg_return,890000,470.87974568997333
19389,ours,h1-stair-v0,3,avg_return,900000,171.16798754619188
19390,ours,h1-stair-v0,3,avg_return,910000,502.55075722148604
19391,ours,h1-stair-v0,3,avg_return,920000,558.75689171950376
19392,ours,h1-stair-v0,3,avg_return,930000,759.12247892174571
19393,ours,h1-stair-v0,3,avg_return,940000,557.10748022152563
19394,ours,h1-stair-v0,3,avg_return,950000,687.908183197884
19395,ours,h1-stair-v0,3,avg_return,960000,709.05347284623133
19396,ours,h1-stair-v0,3,avg_return,970000,582.33062626543256
19397,ours,h1-stair-v0,3,avg_return,980000,737.62066081578632
19398,ours,h1-stair-v0,3,avg_return,990000,534.02606491997244
19399,ours,h1-stair-v0,3,avg_return,1000000,520.98984172535302
19400,ours,h1-stair-v0,4,avg_return,10000,3.9695398768583106
19401,ours,h1-stair-v0,4,avg_return,20000,3.6754177310559619
19402,ours,h1-stair-v0,4,avg_return,30000,22.084256651632227
19403,ours,h1-stair-v0,4,avg_return,40000,18.938514948877344
19404,ours,h1-stair-v0,4,avg_return,50000,31.218628376404144
19405,ours,h1-stair-v0,4,avg_return,60000,38.462172311105753
19406,ours,h1-stair-v0,4,avg_return,70000,33.241997062989299
19407,ours,h1-stair-v0,4,avg_return,80000,48.992290235368408
19408,ours,h1-stair-v0,4,avg_return,90000,65.274162015343506
19409,ours,h1-stair-v0,4,avg_return,100000,108.52980120309738
19410,ours,h1-stair-v0,4,avg_return,110000,107.3886259229926
19411,ours,h1-stair-v0,4,avg_return,120000,143.96864381828428
19412,ours,h1-stair-v0,4,avg_return,130000,137.09850997757411
19413,ours,h1-stair-v0,4,avg_return,140000,150.43288084846745
19414,ours,h1-stair-v0,4,avg_return,150000,152.1325625063015
19415,ours,h1-stair-v0,4,avg_return,160000,124.17360026715301
19416,ours,h1-stair-v0,4,avg_return,170000,128.37551216851821
19417,ours,h1-stair-v0,4,avg_return,180000,149.58525183543557
19418,ours,h1-stair-v0,4,avg_return,190000,185.56108746681679
19419,ours,h1-stair-v0,4,avg_return,200000,186.12325723826442
19420,ours,h1-stair-v0,4,avg_return,210000,202.06430213397817
19421,ours,h1-stair-v0,4,avg_return,220000,168.80285967257441
19422,ours,h1-stair-v0,4,avg_return,230000,163.10319581596642
19423,ours,h1-stair-v0,4,avg_return,240000,211.9963028771825
19424,ours,h1-stair-v0,4,avg_return,250000,233.32457809070215
19425,ours,h1-stair-v0,4,avg_return,260000,34.973751104341495
19426,ours,h1-stair-v0,4,avg_return,270000,73.520161497273691
19427,ours,h1-stair-v0,4,avg_return,280000,123.48929775326658
19428,ours,h1-stair-v0,4,avg_return,290000,112.63158143991294
19429,ours,h1-stair-v0,4,avg_return,300000,205.11888702156224
19430,ours,h1-stair-v0,4,avg_return,310000,158.34535324709569
19431,ours,h1-stair-v0,4,avg_return,320000,255.19478246712643
19432,ours,h1-stair-v0,4,avg_return,330000,199.51905365667602
19433,ours,h1-stair-v0,4,avg_return,340000,317.75323881096028
19434,ours,h1-stair-v0,4,avg_return,350000,253.78764702731073
19435,ours,h1-stair-v0,4,avg_return,360000,247.80738876825635
19436,ours,h1-stair-v0,4,avg_return,370000,191.97539657278153
19437,ours,h1-stair-v0,4,avg_return,380000,218.79874115468255
19438,ours,h1-stair-v0,4,avg_return,390000,280.71031692460599
19439,ours,h1-stair-v0,4,avg_return,400000,319.92606285574129
19440,ours,h1-stair-v0,4,avg_return,410000,264.37033870370078
19441,ours,h1-stair-v0,4,avg_return,420000,278.57028140942748
19442,ours,h1-stair-v0,4,avg_return,430000,371.21204792076173
19443,ours,h1-stair-v0,4,avg_return,440000,410.94019827117006
19444,ours,h1-stair-v0,4,avg_return,450000,419.80057441881524
19445,ours,h1-stair-v0,4,avg_return,460000,176.63652250270712
19446,ours,h1-stair-v0,4,avg_return,470000,362.34480618101787
19447,ours,h1-stair-v0,4,avg_return,480000,235.0947132742007
19448,ours,h1-stair-v0,4,avg_return,490000,137.33726613470452
19449,ours,h1-stair-v0,4,avg_return,500000,578.99000307417032
19450,ours,h1-stair-v0,4,avg_return,510000,435.4567922391717
19451,ours,h1-stair-v0,4,avg_return,520000,230.4137711573897
19452,ours,h1-stair-v0,4,avg_return,530000,488.11506090058975
19453,ours,h1-stair-v0,4,avg_return,540000,437.0475880788058
19454,ours,h1-stair-v0,4,avg_return,550000,226.90910098544413
19455,ours,h1-stair-v0,4,avg_return,560000,259.7024755739518
19456,ours,h1-stair-v0,4,avg_return,570000,331.86004665939555
19457,ours,h1-stair-v0,4,avg_return,580000,509.70586267848239
19458,ours,h1-stair-v0,4,avg_return,590000,500.20437599725238
19459,ours,h1-stair-v0,4,avg_return,600000,377.49232944214134
19460,ours,h1-stair-v0,4,avg_return,610000,454.08077927093643
19461,ours,h1-stair-v0,4,avg_return,620000,304.8856890790122
19462,ours,h1-stair-v0,4,avg_return,630000,481.23502661515977
19463,ours,h1-stair-v0,4,avg_return,640000,382.52697410868188
19464,ours,h1-stair-v0,4,avg_return,650000,478.2985093382884
19465,ours,h1-stair-v0,4,avg_return,660000,394.24453751296994
19466,ours,h1-stair-v0,4,avg_return,670000,308.28964073014106
19467,ours,h1-stair-v0,4,avg_return,680000,269.60812714459155
19468,ours,h1-stair-v0,4,avg_return,690000,218.5420539789381
19469,ours,h1-stair-v0,4,avg_return,700000,510.07584937969693
19470,ours,h1-stair-v0,4,avg_return,710000,289.10616269658249
19471,ours,h1-stair-v0,4,avg_return,720000,298.5802187434993
19472,ours,h1-stair-v0,4,avg_return,730000,375.81664552702551
19473,ours,h1-stair-v0,4,avg_return,740000,516.60123544840076
19474,ours,h1-stair-v0,4,avg_return,750000,403.72881875814562
19475,ours,h1-stair-v0,4,avg_return,760000,476.08398840676966
19476,ours,h1-stair-v0,4,avg_return,770000,294.55493571578114
19477,ours,h1-stair-v0,4,avg_return,780000,597.23334298874215
19478,ours,h1-stair-v0,4,avg_return,790000,235.98802902451729
19479,ours,h1-stair-v0,4,avg_return,800000,428.43721060492788
19480,ours,h1-stair-v0,4,avg_return,810000,440.53043381530432
19481,ours,h1-stair-v0,4,avg_return,820000,558.90814377695528
19482,ours,h1-stair-v0,4,avg_return,830000,532.59231328448777
19483,ours,h1-stair-v0,4,avg_return,840000,657.7529109972246
19484,ours,h1-stair-v0,4,avg_return,850000,522.88743551890059
19485,ours,h1-stair-v0,4,avg_return,860000,464.21069248991637
19486,ours,h1-stair-v0,4,avg_return,870000,577.23672836888068
19487,ours,h1-stair-v0,4,avg_return,880000,657.76602940467103
19488,ours,h1-stair-v0,4,avg_return,890000,471.47670473592041
19489,ours,h1-stair-v0,4,avg_return,900000,371.65290805090768
19490,ours,h1-stair-v0,4,avg_return,910000,367.4824602848351
19491,ours,h1-stair-v0,4,avg_return,920000,550.68434756040438
19492,ours,h1-stair-v0,4,avg_return,930000,428.77021763759933
19493,ours,h1-stair-v0,4,avg_return,940000,457.79803575334273
19494,ours,h1-stair-v0,4,avg_return,950000,593.2954615959784
19495,ours,h1-stair-v0,4,avg_return,960000,504.88464388720223
19496,ours,h1-stair-v0,4,avg_return,970000,501.56906133239863
19497,ours,h1-stair-v0,4,avg_return,980000,413.11709431782157
19498,ours,h1-stair-v0,4,avg_return,990000,261.19652158976061
19499,ours,h1-stair-v0,4,avg_return,1000000,586.26544510712074
19500,ours,h1-stair-v0,5,avg_return,10000,4.9528990018040959
19501,ours,h1-stair-v0,5,avg_return,20000,6.3769297145485533
19502,ours,h1-stair-v0,5,avg_return,30000,9.1495106111271784
19503,ours,h1-stair-v0,5,avg_return,40000,12.546851185849196
19504,ours,h1-stair-v0,5,avg_return,50000,32.784517341860933
19505,ours,h1-stair-v0,5,avg_return,60000,34.220554396569412
19506,ours,h1-stair-v0,5,avg_return,70000,40.439184578490597
19507,ours,h1-stair-v0,5,avg_return,80000,58.392016799176872
19508,ours,h1-stair-v0,5,avg_return,90000,69.279861403999192
19509,ours,h1-stair-v0,5,avg_return,100000,86.312999506752064
19510,ours,h1-stair-v0,5,avg_return,110000,82.207514899779483
19511,ours,h1-stair-v0,5,avg_return,120000,127.26305003537361
19512,ours,h1-stair-v0,5,avg_return,130000,92.989775660661465
19513,ours,h1-stair-v0,5,avg_return,140000,129.36869116092487
19514,ours,h1-stair-v0,5,avg_return,150000,150.20372028097057
19515,ours,h1-stair-v0,5,avg_return,160000,142.566211506522
19516,ours,h1-stair-v0,5,avg_return,170000,143.03322462615574
19517,ours,h1-stair-v0,5,avg_return,180000,206.2886525370719
19518,ours,h1-stair-v0,5,avg_return,190000,207.44022576217714
19519,ours,h1-stair-v0,5,avg_return,200000,211.18569249517904
19520,ours,h1-stair-v0,5,avg_return,210000,231.9062320105856
19521,ours,h1-stair-v0,5,avg_return,220000,285.03068891376029
19522,ours,h1-stair-v0,5,avg_return,230000,170.26360880858888
19523,ours,h1-stair-v0,5,avg_return,240000,309.5744081655896
19524,ours,h1-stair-v0,5,avg_return,250000,204.82210217722348
19525,ours,h1-stair-v0,5,avg_return,260000,86.932035236545985
19526,ours,h1-stair-v0,5,avg_return,270000,138.85635419101203
19527,ours,h1-stair-v0,5,avg_return,280000,197.37368200025958
19528,ours,h1-stair-v0,5,avg_return,290000,269.70862543142277
19529,ours,h1-stair-v0,5,avg_return,300000,249.70617868398986
19530,ours,h1-stair-v0,5,avg_return,310000,309.38689577532307
19531,ours,h1-stair-v0,5,avg_return,320000,236.21472108223082
19532,ours,h1-stair-v0,5,avg_return,330000,216.19814615209285
19533,ours,h1-stair-v0,5,avg_return,340000,267.15648090986571
19534,ours,h1-stair-v0,5,avg_return,350000,171.66257784483952
19535,ours,h1-stair-v0,5,avg_return,360000,264.52133880060637
19536,ours,h1-stair-v0,5,avg_return,370000,179.8946655026221
19537,ours,h1-stair-v0,5,avg_return,380000,285.30436108952699
19538,ours,h1-stair-v0,5,avg_return,390000,168.90304414063135
19539,ours,h1-stair-v0,5,avg_return,400000,257.71656304944815
19540,ours,h1-stair-v0,5,avg_return,410000,396.15122411038737
19541,ours,h1-stair-v0,5,avg_return,420000,270.44452433573116
19542,ours,h1-stair-v0,5,avg_return,430000,457.86693386124415
19543,ours,h1-stair-v0,5,avg_return,440000,521.46206298952552
19544,ours,h1-stair-v0,5,avg_return,450000,298.67730149111264
19545,ours,h1-stair-v0,5,avg_return,460000,210.76165008596212
19546,ours,h1-stair-v0,5,avg_return,470000,431.98323520022069
19547,ours,h1-stair-v0,5,avg_return,480000,380.07342609101414
19548,ours,h1-stair-v0,5,avg_return,490000,394.46105668824919
19549,ours,h1-stair-v0,5,avg_return,500000,351.47493391273861
19550,ours,h1-stair-v0,5,avg_return,510000,250.28399133906464
19551,ours,h1-stair-v0,5,avg_return,520000,370.90974251732507
19552,ours,h1-stair-v0,5,avg_return,530000,340.98263464982449
19553,ours,h1-stair-v0,5,avg_return,540000,323.86037652293294
19554,ours,h1-stair-v0,5,avg_return,550000,430.49512942933251
19555,ours,h1-stair-v0,5,avg_return,560000,315.39312716914947
19556,ours,h1-stair-v0,5,avg_return,570000,536.74192279540819
19557,ours,h1-stair-v0,5,avg_return,580000,508.03946867724818
19558,ours,h1-stair-v0,5,avg_return,590000,322.68339148803506
19559,ours,h1-stair-v0,5,avg_return,600000,422.94077198784055
19560,ours,h1-stair-v0,5,avg_return,610000,232.02458351893407
19561,ours,h1-stair-v0,5,avg_return,620000,393.9149199411022
19562,ours,h1-stair-v0,5,avg_return,630000,446.23596200467347
19563,ours,h1-stair-v0,5,avg_return,640000,455.7324863211602
19564,ours,h1-stair-v0,5,avg_return,650000,273.53290922940528
19565,ours,h1-stair-v0,5,avg_return,660000,498.2629320688651
19566,ours,h1-stair-v0,5,avg_return,670000,332.2808535257293
19567,ours,h1-stair-v0,5,avg_return,680000,311.64465205212701
19568,ours,h1-stair-v0,5,avg_return,690000,240.97502702405896
19569,ours,h1-stair-v0,5,avg_return,700000,383.75915148683248
19570,ours,h1-stair-v0,5,avg_return,710000,274.9133452406677
19571,ours,h1-stair-v0,5,avg_return,720000,418.77651192431085
19572,ours,h1-stair-v0,5,avg_return,730000,336.6625971080536
19573,ours,h1-stair-v0,5,avg_return,740000,389.84773951387336
19574,ours,h1-stair-v0,5,avg_return,750000,313.47810367829192
19575,ours,h1-stair-v0,5,avg_return,760000,407.12827054008915
19576,ours,h1-stair-v0,5,avg_return,770000,368.5165135249112
19577,ours,h1-stair-v0,5,avg_return,780000,383.63035529336162
19578,ours,h1-stair-v0,5,avg_return,790000,556.03553347593765
19579,ours,h1-stair-v0,5,avg_return,800000,469.16863353178167
19580,ours,h1-stair-v0,5,avg_return,810000,475.74737131647896
19581,ours,h1-stair-v0,5,avg_return,820000,388.81520340776996
19582,ours,h1-stair-v0,5,avg_return,830000,446.48572039786268
19583,ours,h1-stair-v0,5,avg_return,840000,405.39503974705679
19584,ours,h1-stair-v0,5,avg_return,850000,280.52376153258916
19585,ours,h1-stair-v0,5,avg_return,860000,236.90137405085551
19586,ours,h1-stair-v0,5,avg_return,870000,465.69963113106144
19587,ours,h1-stair-v0,5,avg_return,880000,464.93179216788678
19588,ours,h1-stair-v0,5,avg_return,890000,345.54937910616331
19589,ours,h1-stair-v0,5,avg_return,900000,333.94015501656514
19590,ours,h1-stair-v0,5,avg_return,910000,488.8089831481625
19591,ours,h1-stair-v0,5,avg_return,920000,408.42211834360108
19592,ours,h1-stair-v0,5,avg_return,930000,381.86623884507424
19593,ours,h1-stair-v0,5,avg_return,940000,469.85874383180055
19594,ours,h1-stair-v0,5,avg_return,950000,297.17054692827668
19595,ours,h1-stair-v0,5,avg_return,960000,462.40726083480376
19596,ours,h1-stair-v0,5,avg_return,970000,419.22719525644789
19597,ours,h1-stair-v0,5,avg_return,980000,243.03347370462012
19598,ours,h1-stair-v0,5,avg_return,990000,467.25884050193338
19599,ours,h1-stair-v0,5,avg_return,1000000,470.9607321977881
19600,ours,h1-stair-v0,6,avg_return,10000,4.3115377882517922
19601,ours,h1-stair-v0,6,avg_return,20000,5.8650008822262985
19602,ours,h1-stair-v0,6,avg_return,30000,5.7922712677825245
19603,ours,h1-stair-v0,6,avg_return,40000,10.680252625810345
19604,ours,h1-stair-v0,6,avg_return,50000,31.327164602016865
19605,ours,h1-stair-v0,6,avg_return,60000,33.327288748527444
19606,ours,h1-stair-v0,6,avg_return,70000,35.587176981824406
19607,ours,h1-stair-v0,6,avg_return,80000,44.795768953738481
19608,ours,h1-stair-v0,6,avg_return,90000,53.288198169374525
19609,ours,h1-stair-v0,6,avg_return,100000,57.0395211182298
19610,ours,h1-stair-v0,6,avg_return,110000,73.769319308112046
19611,ours,h1-stair-v0,6,avg_return,120000,109.62625802544483
19612,ours,h1-stair-v0,6,avg_return,130000,145.84492008285218
19613,ours,h1-stair-v0,6,avg_return,140000,100.77118700189877
19614,ours,h1-stair-v0,6,avg_return,150000,127.53129788948554
19615,ours,h1-stair-v0,6,avg_return,160000,206.82353745964642
19616,ours,h1-stair-v0,6,avg_return,170000,137.57770566909267
19617,ours,h1-stair-v0,6,avg_return,180000,195.76180241320915
19618,ours,h1-stair-v0,6,avg_return,190000,154.03758153729058
19619,ours,h1-stair-v0,6,avg_return,200000,213.98223227186426
19620,ours,h1-stair-v0,6,avg_return,210000,267.57775077534825
19621,ours,h1-stair-v0,6,avg_return,220000,216.68196396776366
19622,ours,h1-stair-v0,6,avg_return,230000,224.5415929652458
19623,ours,h1-stair-v0,6,avg_return,240000,267.09294423330601
19624,ours,h1-stair-v0,6,avg_return,250000,181.69100730833873
19625,ours,h1-stair-v0,6,avg_return,260000,34.538606353769019
19626,ours,h1-stair-v0,6,avg_return,270000,120.51485462626492
19627,ours,h1-stair-v0,6,avg_return,280000,101.86198417753039
19628,ours,h1-stair-v0,6,avg_return,290000,261.61680701455788
19629,ours,h1-stair-v0,6,avg_return,300000,165.68235234002242
19630,ours,h1-stair-v0,6,avg_return,310000,128.05237499120744
19631,ours,h1-stair-v0,6,avg_return,320000,184.52324153816409
19632,ours,h1-stair-v0,6,avg_return,330000,138.26589673218314
19633,ours,h1-stair-v0,6,avg_return,340000,282.60356004656052
19634,ours,h1-stair-v0,6,avg_return,350000,270.01512231212513
19635,ours,h1-stair-v0,6,avg_return,360000,108.72368732563162
19636,ours,h1-stair-v0,6,avg_return,370000,334.39624429191252
19637,ours,h1-stair-v0,6,avg_return,380000,270.87619201081947
19638,ours,h1-stair-v0,6,avg_return,390000,203.54803423256948
19639,ours,h1-stair-v0,6,avg_return,400000,387.32893101842751
19640,ours,h1-stair-v0,6,avg_return,410000,304.1797891896511
19641,ours,h1-stair-v0,6,avg_return,420000,127.84513124221311
19642,ours,h1-stair-v0,6,avg_return,430000,178.35635079490692
19643,ours,h1-stair-v0,6,avg_return,440000,635.51198296179996
19644,ours,h1-stair-v0,6,avg_return,450000,615.08171077325801
19645,ours,h1-stair-v0,6,avg_return,460000,368.30844351031112
19646,ours,h1-stair-v0,6,avg_return,470000,410.6357531071373
19647,ours,h1-stair-v0,6,avg_return,480000,185.07202920675951
19648,ours,h1-stair-v0,6,avg_return,490000,542.42781279373503
19649,ours,h1-stair-v0,6,avg_return,500000,562.48435265990224
19650,ours,h1-stair-v0,6,avg_return,510000,511.62360184060674
19651,ours,h1-stair-v0,6,avg_return,520000,465.65882187533873
19652,ours,h1-stair-v0,6,avg_return,530000,453.585973983038
19653,ours,h1-stair-v0,6,avg_return,540000,267.86454296475807
19654,ours,h1-stair-v0,6,avg_return,550000,451.01025626336207
19655,ours,h1-stair-v0,6,avg_return,560000,236.31282089073028
19656,ours,h1-stair-v0,6,avg_return,570000,293.31735918309175
19657,ours,h1-stair-v0,6,avg_return,580000,589.04711349403192
19658,ours,h1-stair-v0,6,avg_return,590000,446.44606439243034
19659,ours,h1-stair-v0,6,avg_return,600000,546.39832362687469
19660,ours,h1-stair-v0,6,avg_return,610000,364.52658906280539
19661,ours,h1-stair-v0,6,avg_return,620000,447.87787020584364
19662,ours,h1-stair-v0,6,avg_return,630000,638.40396899886753
19663,ours,h1-stair-v0,6,avg_return,640000,577.36835557029531
19664,ours,h1-stair-v0,6,avg_return,650000,657.13772314493588
19665,ours,h1-stair-v0,6,avg_return,660000,592.6490047899897
19666,ours,h1-stair-v0,6,avg_return,670000,191.02285726072515
19667,ours,h1-stair-v0,6,avg_return,680000,405.03141862032874
19668,ours,h1-stair-v0,6,avg_return,690000,495.89940451470886
19669,ours,h1-stair-v0,6,avg_return,700000,149.70038210616161
19670,ours,h1-stair-v0,6,avg_return,710000,240.06755128718018
19671,ours,h1-stair-v0,6,avg_return,720000,387.62352566179231
19672,ours,h1-stair-v0,6,avg_return,730000,428.97714567858839
19673,ours,h1-stair-v0,6,avg_return,740000,362.08416173043258
19674,ours,h1-stair-v0,6,avg_return,750000,474.1987063489936
19675,ours,h1-stair-v0,6,avg_return,760000,496.94913122724154
19676,ours,h1-stair-v0,6,avg_return,770000,397.01964432737469
19677,ours,h1-stair-v0,6,avg_return,780000,560.63102707203143
19678,ours,h1-stair-v0,6,avg_return,790000,581.63122694623053
19679,ours,h1-stair-v0,6,avg_return,800000,257.01545110479401
19680,ours,h1-stair-v0,6,avg_return,810000,523.92461294158204
19681,ours,h1-stair-v0,6,avg_return,820000,423.63015579160663
19682,ours,h1-stair-v0,6,avg_return,830000,454.19807725344026
