,exp_name,env_name,seed,metric,env_step,value
7768,ours,fish-swim,7,avg_return,690000,754.78244051970034
7769,ours,fish-swim,7,avg_return,700000,875.67579397560007
7770,ours,fish-swim,7,avg_return,710000,799.51705445984805
7771,ours,fish-swim,7,avg_return,720000,771.06383309831142
7772,ours,fish-swim,7,avg_return,730000,768.43185664223347
7773,ours,fish-swim,7,avg_return,740000,615.2528149224039
7774,ours,fish-swim,7,avg_return,750000,740.43616833725935
7775,ours,fish-swim,7,avg_return,760000,630.82796966898991
7776,ours,fish-swim,7,avg_return,770000,769.1417042489054
7777,ours,fish-swim,7,avg_return,780000,835.82877313916856
7778,ours,fish-swim,7,avg_return,790000,838.75327807021017
7779,ours,fish-swim,7,avg_return,800000,813.68266349291264
7780,ours,fish-swim,7,avg_return,810000,688.69843071887431
7781,ours,fish-swim,7,avg_return,820000,791.78164875043899
7782,ours,fish-swim,7,avg_return,830000,753.44979431043544
7783,ours,fish-swim,7,avg_return,840000,628.7053912988265
7784,ours,fish-swim,7,avg_return,850000,792.76211895648555
7785,ours,fish-swim,7,avg_return,860000,831.30567279419301
7786,ours,fish-swim,7,avg_return,870000,704.07073638314068
7787,ours,fish-swim,7,avg_return,880000,829.82681610875147
7788,ours,fish-swim,7,avg_return,890000,809.59907873142834
7789,ours,fish-swim,7,avg_return,900000,823.95791375283147
7790,ours,fish-swim,7,avg_return,910000,751.84748184314321
7791,ours,fish-swim,7,avg_return,920000,791.68207127436642
7792,ours,fish-swim,7,avg_return,930000,789.44376688507964
7793,ours,fish-swim,7,avg_return,940000,809.88922926334726
7794,ours,fish-swim,7,avg_return,950000,842.7543416765559
7795,ours,fish-swim,7,avg_return,960000,513.18118365979728
7796,ours,fish-swim,7,avg_return,970000,852.65367155043407
7797,ours,fish-swim,7,avg_return,980000,797.41962086913441
7798,ours,fish-swim,7,avg_return,990000,772.64152499973932
7799,ours,fish-swim,7,avg_return,1000000,752.9408905231229
7800,ours,fish-swim,8,avg_return,10000,112.6977874522172
7801,ours,fish-swim,8,avg_return,20000,89.914885322936328
7802,ours,fish-swim,8,avg_return,30000,184.60317283914173
7803,ours,fish-swim,8,avg_return,40000,107.48434636265706
7804,ours,fish-swim,8,avg_return,50000,75.196384215872641
7805,ours,fish-swim,8,avg_return,60000,71.287958966298575
7806,ours,fish-swim,8,avg_return,70000,391.13330561567193
7807,ours,fish-swim,8,avg_return,80000,107.5874453512934
7808,ours,fish-swim,8,avg_return,90000,196.45326588767881
7809,ours,fish-swim,8,avg_return,100000,308.31095903753186
7810,ours,fish-swim,8,avg_return,110000,382.2075122530992
7811,ours,fish-swim,8,avg_return,120000,315.61388938212508
7812,ours,fish-swim,8,avg_return,130000,516.15315151952495
7813,ours,fish-swim,8,avg_return,140000,446.48244488330658
7814,ours,fish-swim,8,avg_return,150000,405.40556114249915
7815,ours,fish-swim,8,avg_return,160000,515.46096212482985
7816,ours,fish-swim,8,avg_return,170000,89.65881720173067
7817,ours,fish-swim,8,avg_return,180000,518.69907454391182
7818,ours,fish-swim,8,avg_return,190000,376.56612961015298
7819,ours,fish-swim,8,avg_return,200000,579.81999224609081
7820,ours,fish-swim,8,avg_return,210000,492.19603922171802
7821,ours,fish-swim,8,avg_return,220000,711.87688320084385
7822,ours,fish-swim,8,avg_return,230000,655.37892490013508
7823,ours,fish-swim,8,avg_return,240000,559.22166268649107
7824,ours,fish-swim,8,avg_return,250000,707.61227924372724
7825,ours,fish-swim,8,avg_return,260000,590.68126827493074
7826,ours,fish-swim,8,avg_return,270000,630.29715674014403
7827,ours,fish-swim,8,avg_return,280000,603.68911301621688
7828,ours,fish-swim,8,avg_return,290000,474.38310528589454
7829,ours,fish-swim,8,avg_return,300000,798.65765677404124
7830,ours,fish-swim,8,avg_return,310000,727.16823141709642
7831,ours,fish-swim,8,avg_return,320000,532.9612101721857
7832,ours,fish-swim,8,avg_return,330000,756.15718166125896
7833,ours,fish-swim,8,avg_return,340000,821.7489051898317
7834,ours,fish-swim,8,avg_return,350000,660.98606966150282
7835,ours,fish-swim,8,avg_return,360000,709.40113937732667
7836,ours,fish-swim,8,avg_return,370000,510.39842401677544
7837,ours,fish-swim,8,avg_return,380000,742.48999575752828
7838,ours,fish-swim,8,avg_return,390000,642.19013788937048
7839,ours,fish-swim,8,avg_return,400000,710.3829194935937
7840,ours,fish-swim,8,avg_return,410000,760.39839059785902
7841,ours,fish-swim,8,avg_return,420000,639.50628975750726
7842,ours,fish-swim,8,avg_return,430000,696.05690477783105
7843,ours,fish-swim,8,avg_return,440000,724.13564865471176
7844,ours,fish-swim,8,avg_return,450000,732.87304259685288
7845,ours,fish-swim,8,avg_return,460000,653.41639057436225
7846,ours,fish-swim,8,avg_return,470000,559.83135728795196
7847,ours,fish-swim,8,avg_return,480000,603.38134546351978
7848,ours,fish-swim,8,avg_return,490000,781.06530022809318
7849,ours,fish-swim,8,avg_return,500000,667.7500141496887
7850,ours,fish-swim,8,avg_return,510000,720.49019893306479
7851,ours,fish-swim,8,avg_return,520000,576.52162049722574
7852,ours,fish-swim,8,avg_return,530000,639.49166739717725
7853,ours,fish-swim,8,avg_return,540000,662.43098139697827
7854,ours,fish-swim,8,avg_return,550000,636.4625675001937
7855,ours,fish-swim,8,avg_return,560000,801.85341552101158
7856,ours,fish-swim,8,avg_return,570000,812.16589587415569
7857,ours,fish-swim,8,avg_return,580000,638.82265646583187
7858,ours,fish-swim,8,avg_return,590000,537.73441285665854
7859,ours,fish-swim,8,avg_return,600000,701.61428259410206
7860,ours,fish-swim,8,avg_return,610000,689.1336635739093
7861,ours,fish-swim,8,avg_return,620000,788.95825090622179
7862,ours,fish-swim,8,avg_return,630000,759.7129435311117
7863,ours,fish-swim,8,avg_return,640000,782.75117643293811
7864,ours,fish-swim,8,avg_return,650000,792.25646085141716
7865,ours,fish-swim,8,avg_return,660000,769.64672614629603
7866,ours,fish-swim,8,avg_return,670000,542.27241980916642
7867,ours,fish-swim,8,avg_return,680000,773.71116192390559
7868,ours,fish-swim,8,avg_return,690000,794.81636072523236
7869,ours,fish-swim,8,avg_return,700000,608.37176814502277
7870,ours,fish-swim,8,avg_return,710000,619.34152039311198
7871,ours,fish-swim,8,avg_return,720000,795.23575238567787
7872,ours,fish-swim,8,avg_return,730000,679.55221042507196
7873,ours,fish-swim,8,avg_return,740000,562.88732690342124
7874,ours,fish-swim,8,avg_return,750000,883.58953602864676
7875,ours,fish-swim,8,avg_return,760000,767.87571036746181
7876,ours,fish-swim,8,avg_return,770000,810.82407135596702
7877,ours,fish-swim,8,avg_return,780000,769.77954120741379
7878,ours,fish-swim,8,avg_return,790000,794.15688554555993
7879,ours,fish-swim,8,avg_return,800000,771.16264402517493
7880,ours,fish-swim,8,avg_return,810000,836.27389980887199
7881,ours,fish-swim,8,avg_return,820000,647.34892241911336
7882,ours,fish-swim,8,avg_return,830000,654.96014763266123
7883,ours,fish-swim,8,avg_return,840000,815.90490571143027
7884,ours,fish-swim,8,avg_return,850000,750.76018154987355
7885,ours,fish-swim,8,avg_return,860000,673.93780363656288
7886,ours,fish-swim,8,avg_return,870000,676.75256531277955
7887,ours,fish-swim,8,avg_return,880000,687.84711040632624
7888,ours,fish-swim,8,avg_return,890000,776.58602069719677
7889,ours,fish-swim,8,avg_return,900000,669.67837730042606
7890,ours,fish-swim,8,avg_return,910000,769.65129185821058
7891,ours,fish-swim,8,avg_return,920000,462.501586775384
7892,ours,fish-swim,8,avg_return,930000,853.122720800553
7893,ours,fish-swim,8,avg_return,940000,524.08675980127555
7894,ours,fish-swim,8,avg_return,950000,828.17515803257243
7895,ours,fish-swim,8,avg_return,960000,694.22095919723688
7896,ours,fish-swim,8,avg_return,970000,537.76229668580754
7897,ours,fish-swim,8,avg_return,980000,651.92986721503939
7898,ours,fish-swim,8,avg_return,990000,706.00856267528411
7899,ours,fish-swim,8,avg_return,1000000,748.21959851301335
7900,ours,fish-swim,9,avg_return,10000,71.158385084460136
7901,ours,fish-swim,9,avg_return,20000,65.503100109309344
7902,ours,fish-swim,9,avg_return,30000,60.741554688741665
7903,ours,fish-swim,9,avg_return,40000,79.539067502444396
7904,ours,fish-swim,9,avg_return,50000,132.06254083935079
7905,ours,fish-swim,9,avg_return,60000,85.779474144397696
7906,ours,fish-swim,9,avg_return,70000,65.008786532219546
7907,ours,fish-swim,9,avg_return,80000,191.62696689061869
7908,ours,fish-swim,9,avg_return,90000,223.11476727811811
7909,ours,fish-swim,9,avg_return,100000,115.33728442835357
7910,ours,fish-swim,9,avg_return,110000,108.60714327970481
7911,ours,fish-swim,9,avg_return,120000,321.25152210382288
7912,ours,fish-swim,9,avg_return,130000,101.10712197780484
7913,ours,fish-swim,9,avg_return,140000,274.62334219799413
7914,ours,fish-swim,9,avg_return,150000,322.1615798289663
7915,ours,fish-swim,9,avg_return,160000,250.4850725284652
7916,ours,fish-swim,9,avg_return,170000,466.61403972030439
7917,ours,fish-swim,9,avg_return,180000,521.78738963461194
7918,ours,fish-swim,9,avg_return,190000,612.49193596567034
7919,ours,fish-swim,9,avg_return,200000,362.76155247646847
7920,ours,fish-swim,9,avg_return,210000,671.01309791387371
7921,ours,fish-swim,9,avg_return,220000,640.1566711167568
7922,ours,fish-swim,9,avg_return,230000,472.98100764393541
7923,ours,fish-swim,9,avg_return,240000,580.94155449188088
7924,ours,fish-swim,9,avg_return,250000,521.93836671656095
7925,ours,fish-swim,9,avg_return,260000,386.71997528168583
7926,ours,fish-swim,9,avg_return,270000,660.84854772958511
7927,ours,fish-swim,9,avg_return,280000,842.38903425411286
7928,ours,fish-swim,9,avg_return,290000,766.83171722626446
7929,ours,fish-swim,9,avg_return,300000,771.11505401415911
7930,ours,fish-swim,9,avg_return,310000,712.89217958150562
7931,ours,fish-swim,9,avg_return,320000,646.18955505663894
7932,ours,fish-swim,9,avg_return,330000,438.92341049753577
7933,ours,fish-swim,9,avg_return,340000,707.35117427419823
7934,ours,fish-swim,9,avg_return,350000,626.57181301561695
7935,ours,fish-swim,9,avg_return,360000,661.96335158103602
7936,ours,fish-swim,9,avg_return,370000,653.72123915285965
7937,ours,fish-swim,9,avg_return,380000,498.56029686707564
7938,ours,fish-swim,9,avg_return,390000,764.18170952032801
7939,ours,fish-swim,9,avg_return,400000,485.45215236078513
7940,ours,fish-swim,9,avg_return,410000,683.93535864777573
7941,ours,fish-swim,9,avg_return,420000,768.20440587281678
7942,ours,fish-swim,9,avg_return,430000,796.34275942410284
7943,ours,fish-swim,9,avg_return,440000,791.08908333586942
7944,ours,fish-swim,9,avg_return,450000,700.73786954061165
7945,ours,fish-swim,9,avg_return,460000,671.52056047154076
7946,ours,fish-swim,9,avg_return,470000,666.2169089257286
7947,ours,fish-swim,9,avg_return,480000,720.67399369350528
7948,ours,fish-swim,9,avg_return,490000,650.92289368901072
7949,ours,fish-swim,9,avg_return,500000,506.45926227547653
7950,ours,fish-swim,9,avg_return,510000,611.99596926681636
7951,ours,fish-swim,9,avg_return,520000,488.09970250480944
7952,ours,fish-swim,9,avg_return,530000,779.46447309350674
7953,ours,fish-swim,9,avg_return,540000,719.61446812927693
7954,ours,fish-swim,9,avg_return,550000,650.13038301589972
7955,ours,fish-swim,9,avg_return,560000,667.57772490324487
7956,ours,fish-swim,9,avg_return,570000,866.12377032313157
7957,ours,fish-swim,9,avg_return,580000,807.2705921550853
7958,ours,fish-swim,9,avg_return,590000,536.25159864416673
7959,ours,fish-swim,9,avg_return,600000,801.01415842149345
7960,ours,fish-swim,9,avg_return,610000,760.25789230550345
7961,ours,fish-swim,9,avg_return,620000,818.58422361930354
7962,ours,fish-swim,9,avg_return,630000,745.27080878417928
7963,ours,fish-swim,9,avg_return,640000,844.3006989297071
7964,ours,fish-swim,9,avg_return,650000,809.84268088387932
7965,ours,fish-swim,9,avg_return,660000,756.46613208955637
7966,ours,fish-swim,9,avg_return,670000,767.68151208467623
7967,ours,fish-swim,9,avg_return,680000,727.32384281802524
7968,ours,fish-swim,9,avg_return,690000,818.44844090054039
7969,ours,fish-swim,9,avg_return,700000,607.02474985181254
7970,ours,fish-swim,9,avg_return,710000,823.46978375322703
7971,ours,fish-swim,9,avg_return,720000,731.91696856807016
7972,ours,fish-swim,9,avg_return,730000,796.48789408970674
7973,ours,fish-swim,9,avg_return,740000,749.89616176154198
7974,ours,fish-swim,9,avg_return,750000,806.76951785662038
7975,ours,fish-swim,9,avg_return,760000,730.35200116163514
7976,ours,fish-swim,9,avg_return,770000,772.31184920699638
7977,ours,fish-swim,9,avg_return,780000,875.47831637832803
7978,ours,fish-swim,9,avg_return,790000,851.74504265808446
7979,ours,fish-swim,9,avg_return,800000,568.43197894358195
7980,ours,fish-swim,9,avg_return,810000,705.94888754147553
7981,ours,fish-swim,9,avg_return,820000,841.52114364073805
7982,ours,fish-swim,9,avg_return,830000,848.56132820020196
7983,ours,fish-swim,9,avg_return,840000,764.2047174576004
7984,ours,fish-swim,9,avg_return,850000,833.54087205163319
7985,ours,fish-swim,9,avg_return,860000,819.35553044861933
7986,ours,fish-swim,9,avg_return,870000,688.7927147786462
7987,ours,fish-swim,9,avg_return,880000,801.42909336980188
7988,ours,fish-swim,9,avg_return,890000,807.99481499927879
7989,ours,fish-swim,9,avg_return,900000,816.7468235030741
7990,ours,fish-swim,9,avg_return,910000,792.72276274629462
7991,ours,fish-swim,9,avg_return,920000,818.9055726819297
7992,ours,fish-swim,9,avg_return,930000,700.78766539801688
7993,ours,fish-swim,9,avg_return,940000,728.1743260532744
7994,ours,fish-swim,9,avg_return,950000,626.89197404929951
7995,ours,fish-swim,9,avg_return,960000,667.72811417996195
7996,ours,fish-swim,9,avg_return,970000,771.11325485796885
7997,ours,fish-swim,9,avg_return,980000,805.90995017049886
7998,ours,fish-swim,9,avg_return,990000,582.22556390129716
7999,ours,fish-swim,9,avg_return,1000000,818.17280130586983
8000,ours,h1-balance-hard-v0,0,avg_return,10000,14.402490526416022
8001,ours,h1-balance-hard-v0,0,avg_return,20000,32.944841676061124
8002,ours,h1-balance-hard-v0,0,avg_return,30000,23.989153584370932
8003,ours,h1-balance-hard-v0,0,avg_return,40000,31.246658830195258
8004,ours,h1-balance-hard-v0,0,avg_return,50000,37.232819415112331
8005,ours,h1-balance-hard-v0,0,avg_return,60000,33.996642745307142
8006,ours,h1-balance-hard-v0,0,avg_return,70000,37.987048243149921
8007,ours,h1-balance-hard-v0,0,avg_return,80000,39.174809700214162
8008,ours,h1-balance-hard-v0,0,avg_return,90000,31.740698180659898
8009,ours,h1-balance-hard-v0,0,avg_return,100000,39.35669721710174
8010,ours,h1-balance-hard-v0,0,avg_return,110000,42.920769051449625
8011,ours,h1-balance-hard-v0,0,avg_return,120000,44.223510376826042
8012,ours,h1-balance-hard-v0,0,avg_return,130000,41.724517293542405
8013,ours,h1-balance-hard-v0,0,avg_return,140000,61.140122735759668
8014,ours,h1-balance-hard-v0,0,avg_return,150000,54.588843888381028
8015,ours,h1-balance-hard-v0,0,avg_return,160000,52.426465244722181
8016,ours,h1-balance-hard-v0,0,avg_return,170000,63.337757229126623
8017,ours,h1-balance-hard-v0,0,avg_return,180000,58.755024110521255
8018,ours,h1-balance-hard-v0,0,avg_return,190000,56.214695611345135
8019,ours,h1-balance-hard-v0,0,avg_return,200000,69.171979522749837
8020,ours,h1-balance-hard-v0,0,avg_return,210000,66.763823777133751
8021,ours,h1-balance-hard-v0,0,avg_return,220000,51.455200499016556
8022,ours,h1-balance-hard-v0,0,avg_return,230000,42.587394692532591
8023,ours,h1-balance-hard-v0,0,avg_return,240000,59.964131912374782
8024,ours,h1-balance-hard-v0,0,avg_return,250000,64.450402081991598
8025,ours,h1-balance-hard-v0,0,avg_return,260000,34.485193928279116
8026,ours,h1-balance-hard-v0,0,avg_return,270000,35.572588150560655
8027,ours,h1-balance-hard-v0,0,avg_return,280000,37.4155877998016
8028,ours,h1-balance-hard-v0,0,avg_return,290000,46.404928954116812
8029,ours,h1-balance-hard-v0,0,avg_return,300000,51.361825782489689
8030,ours,h1-balance-hard-v0,0,avg_return,310000,50.869814116768922
8031,ours,h1-balance-hard-v0,0,avg_return,320000,58.004780219593691
8032,ours,h1-balance-hard-v0,0,avg_return,330000,67.977846349490235
8033,ours,h1-balance-hard-v0,0,avg_return,340000,62.242922679968785
8034,ours,h1-balance-hard-v0,0,avg_return,350000,69.86632912806094
8035,ours,h1-balance-hard-v0,0,avg_return,360000,74.044482022298411
8036,ours,h1-balance-hard-v0,0,avg_return,370000,69.497316519307191
8037,ours,h1-balance-hard-v0,0,avg_return,380000,63.078719059252343
8038,ours,h1-balance-hard-v0,0,avg_return,390000,65.133834299620062
8039,ours,h1-balance-hard-v0,0,avg_return,400000,68.466248442165195
8040,ours,h1-balance-hard-v0,0,avg_return,410000,60.608234822157769
8041,ours,h1-balance-hard-v0,0,avg_return,420000,60.674731168763557
8042,ours,h1-balance-hard-v0,0,avg_return,430000,72.597657761070892
8043,ours,h1-balance-hard-v0,0,avg_return,440000,53.107185289456652
8044,ours,h1-balance-hard-v0,0,avg_return,450000,57.841313060356278
8045,ours,h1-balance-hard-v0,0,avg_return,460000,51.600903324800015
8046,ours,h1-balance-hard-v0,0,avg_return,470000,74.64876868892874
8047,ours,h1-balance-hard-v0,0,avg_return,480000,49.782971344120583
8048,ours,h1-balance-hard-v0,0,avg_return,490000,65.281979376896089
8049,ours,h1-balance-hard-v0,0,avg_return,500000,72.445124728729624
8050,ours,h1-balance-hard-v0,0,avg_return,510000,52.975042777113231
8051,ours,h1-balance-hard-v0,0,avg_return,520000,57.695593355597467
8052,ours,h1-balance-hard-v0,0,avg_return,530000,78.784831896600309
8053,ours,h1-balance-hard-v0,0,avg_return,540000,55.466029913077492
8054,ours,h1-balance-hard-v0,0,avg_return,550000,53.049031293833266
8055,ours,h1-balance-hard-v0,0,avg_return,560000,67.144646083640765
8056,ours,h1-balance-hard-v0,0,avg_return,570000,50.764831157157388
8057,ours,h1-balance-hard-v0,0,avg_return,580000,90.676101827543164
8058,ours,h1-balance-hard-v0,0,avg_return,590000,81.540425117925821
8059,ours,h1-balance-hard-v0,0,avg_return,600000,61.325924774044964
8060,ours,h1-balance-hard-v0,0,avg_return,610000,68.930623513471218
8061,ours,h1-balance-hard-v0,0,avg_return,620000,56.729762023335141
8062,ours,h1-balance-hard-v0,0,avg_return,630000,74.507498692677899
8063,ours,h1-balance-hard-v0,0,avg_return,640000,64.459387528550451
8064,ours,h1-balance-hard-v0,0,avg_return,650000,81.346975252110497
8065,ours,h1-balance-hard-v0,0,avg_return,660000,78.943268899234027
8066,ours,h1-balance-hard-v0,0,avg_return,670000,65.673779216888235
8067,ours,h1-balance-hard-v0,0,avg_return,680000,68.542300915716709
8068,ours,h1-balance-hard-v0,0,avg_return,690000,54.75105256551717
8069,ours,h1-balance-hard-v0,0,avg_return,700000,76.770559370451238
8070,ours,h1-balance-hard-v0,0,avg_return,710000,97.386858099478729
8071,ours,h1-balance-hard-v0,0,avg_return,720000,102.73196479977733
8072,ours,h1-balance-hard-v0,0,avg_return,730000,84.342245882190397
8073,ours,h1-balance-hard-v0,0,avg_return,740000,171.04358017658737
8074,ours,h1-balance-hard-v0,0,avg_return,750000,116.45226121224576
8075,ours,h1-balance-hard-v0,0,avg_return,760000,121.06766556190323
8076,ours,h1-balance-hard-v0,0,avg_return,770000,107.03928167123195
8077,ours,h1-balance-hard-v0,0,avg_return,780000,129.59493893536632
8078,ours,h1-balance-hard-v0,0,avg_return,790000,122.86390874901572
8079,ours,h1-balance-hard-v0,0,avg_return,800000,100.35475716872287
8080,ours,h1-balance-hard-v0,0,avg_return,810000,136.53736989944719
8081,ours,h1-balance-hard-v0,0,avg_return,820000,99.810739823133801
8082,ours,h1-balance-hard-v0,0,avg_return,830000,119.46222525695785
8083,ours,h1-balance-hard-v0,0,avg_return,840000,145.42948812572106
8084,ours,h1-balance-hard-v0,0,avg_return,850000,155.40439571498538
8085,ours,h1-balance-hard-v0,0,avg_return,860000,155.78073377104715
8086,ours,h1-balance-hard-v0,0,avg_return,870000,136.31680663509863
8087,ours,h1-balance-hard-v0,0,avg_return,880000,76.472353705397211
8088,ours,h1-balance-hard-v0,0,avg_return,890000,128.46241202399068
8089,ours,h1-balance-hard-v0,0,avg_return,900000,142.11834474370428
8090,ours,h1-balance-hard-v0,0,avg_return,910000,156.15813556431044
8091,ours,h1-balance-hard-v0,0,avg_return,920000,98.771854750037875
8092,ours,h1-balance-hard-v0,0,avg_return,930000,127.69208335461092
8093,ours,h1-balance-hard-v0,0,avg_return,940000,117.11201016872289
8094,ours,h1-balance-hard-v0,0,avg_return,950000,144.44843058536202
8095,ours,h1-balance-hard-v0,0,avg_return,960000,180.83614919011688
8096,ours,h1-balance-hard-v0,0,avg_return,970000,135.8435792095342
8097,ours,h1-balance-hard-v0,0,avg_return,980000,119.88484332608054
8098,ours,h1-balance-hard-v0,0,avg_return,990000,166.55025933618359
8099,ours,h1-balance-hard-v0,0,avg_return,1000000,119.60879926266443
8100,ours,h1-balance-hard-v0,1,avg_return,10000,13.966890697685756
8101,ours,h1-balance-hard-v0,1,avg_return,20000,23.020408643954259
8102,ours,h1-balance-hard-v0,1,avg_return,30000,25.822118188656894
8103,ours,h1-balance-hard-v0,1,avg_return,40000,30.820934225467674
8104,ours,h1-balance-hard-v0,1,avg_return,50000,26.077904136653331
8105,ours,h1-balance-hard-v0,1,avg_return,60000,39.058352007314284
8106,ours,h1-balance-hard-v0,1,avg_return,70000,36.223676589233968
8107,ours,h1-balance-hard-v0,1,avg_return,80000,46.693145588678171
8108,ours,h1-balance-hard-v0,1,avg_return,90000,36.641498143691649
8109,ours,h1-balance-hard-v0,1,avg_return,100000,39.246274463945383
8110,ours,h1-balance-hard-v0,1,avg_return,110000,44.350775122559718
8111,ours,h1-balance-hard-v0,1,avg_return,120000,51.92338847668951
8112,ours,h1-balance-hard-v0,1,avg_return,130000,46.443125614728217
8113,ours,h1-balance-hard-v0,1,avg_return,140000,49.485837522904362
8114,ours,h1-balance-hard-v0,1,avg_return,150000,50.152796760035358
8115,ours,h1-balance-hard-v0,1,avg_return,160000,43.813320888214299
8116,ours,h1-balance-hard-v0,1,avg_return,170000,44.984999202238306
8117,ours,h1-balance-hard-v0,1,avg_return,180000,55.707321361142661
8118,ours,h1-balance-hard-v0,1,avg_return,190000,58.169717057767244
8119,ours,h1-balance-hard-v0,1,avg_return,200000,57.172869815189941
8120,ours,h1-balance-hard-v0,1,avg_return,210000,58.070108233044834
8121,ours,h1-balance-hard-v0,1,avg_return,220000,45.610230024934147
8122,ours,h1-balance-hard-v0,1,avg_return,230000,52.708534348120921
8123,ours,h1-balance-hard-v0,1,avg_return,240000,57.177641170348224
8124,ours,h1-balance-hard-v0,1,avg_return,250000,59.917638476975661
8125,ours,h1-balance-hard-v0,1,avg_return,260000,28.912908174722748
8126,ours,h1-balance-hard-v0,1,avg_return,270000,35.989450487350361
8127,ours,h1-balance-hard-v0,1,avg_return,280000,41.252972411815378
8128,ours,h1-balance-hard-v0,1,avg_return,290000,24.931350752802967
8129,ours,h1-balance-hard-v0,1,avg_return,300000,56.817146228112428
8130,ours,h1-balance-hard-v0,1,avg_return,310000,56.736790176010629
8131,ours,h1-balance-hard-v0,1,avg_return,320000,46.280047299890995
8132,ours,h1-balance-hard-v0,1,avg_return,330000,33.403065343408073
8133,ours,h1-balance-hard-v0,1,avg_return,340000,67.609937272483364
8134,ours,h1-balance-hard-v0,1,avg_return,350000,52.360321248172241
8135,ours,h1-balance-hard-v0,1,avg_return,360000,45.331529033003008
8136,ours,h1-balance-hard-v0,1,avg_return,370000,68.268481079842175
8137,ours,h1-balance-hard-v0,1,avg_return,380000,77.770848162338936
8138,ours,h1-balance-hard-v0,1,avg_return,390000,68.696632862078985
8139,ours,h1-balance-hard-v0,1,avg_return,400000,50.771588373829182
8140,ours,h1-balance-hard-v0,1,avg_return,410000,53.483893034728212
8141,ours,h1-balance-hard-v0,1,avg_return,420000,55.63652545567502
8142,ours,h1-balance-hard-v0,1,avg_return,430000,61.910036057236724
8143,ours,h1-balance-hard-v0,1,avg_return,440000,50.670770696037984
8144,ours,h1-balance-hard-v0,1,avg_return,450000,39.912136435578233
8145,ours,h1-balance-hard-v0,1,avg_return,460000,62.24874325346407
8146,ours,h1-balance-hard-v0,1,avg_return,470000,52.215423478099446
8147,ours,h1-balance-hard-v0,1,avg_return,480000,70.544742300160323
8148,ours,h1-balance-hard-v0,1,avg_return,490000,51.064318699876161
8149,ours,h1-balance-hard-v0,1,avg_return,500000,60.92524525678823
8150,ours,h1-balance-hard-v0,1,avg_return,510000,60.557544430977565
8151,ours,h1-balance-hard-v0,1,avg_return,520000,64.556550982327593
8152,ours,h1-balance-hard-v0,1,avg_return,530000,60.144734786487007
8153,ours,h1-balance-hard-v0,1,avg_return,540000,61.676929453778008
8154,ours,h1-balance-hard-v0,1,avg_return,550000,50.93070069373799
8155,ours,h1-balance-hard-v0,1,avg_return,560000,74.997772467724246
8156,ours,h1-balance-hard-v0,1,avg_return,570000,107.07468812457573
8157,ours,h1-balance-hard-v0,1,avg_return,580000,55.073845879465395
8158,ours,h1-balance-hard-v0,1,avg_return,590000,66.77735171052305
8159,ours,h1-balance-hard-v0,1,avg_return,600000,108.33678781168138
8160,ours,h1-balance-hard-v0,1,avg_return,610000,89.879019744837976
8161,ours,h1-balance-hard-v0,1,avg_return,620000,89.711987674803339
8162,ours,h1-balance-hard-v0,1,avg_return,630000,87.877898216271063
8163,ours,h1-balance-hard-v0,1,avg_return,640000,71.79785599404515
8164,ours,h1-balance-hard-v0,1,avg_return,650000,89.856808446253439
8165,ours,h1-balance-hard-v0,1,avg_return,660000,84.545062043293484
8166,ours,h1-balance-hard-v0,1,avg_return,670000,103.58102288455878
8167,ours,h1-balance-hard-v0,1,avg_return,680000,117.28396726985265
8168,ours,h1-balance-hard-v0,1,avg_return,690000,146.65232252122311
8169,ours,h1-balance-hard-v0,1,avg_return,700000,153.7523911717758
8170,ours,h1-balance-hard-v0,1,avg_return,710000,106.41864568689394
8171,ours,h1-balance-hard-v0,1,avg_return,720000,134.96524319604549
8172,ours,h1-balance-hard-v0,1,avg_return,730000,138.02959514387805
8173,ours,h1-balance-hard-v0,1,avg_return,740000,105.31848002324261
8174,ours,h1-balance-hard-v0,1,avg_return,750000,104.93067428156323
8175,ours,h1-balance-hard-v0,1,avg_return,760000,136.04367724915954
8176,ours,h1-balance-hard-v0,1,avg_return,770000,135.1173795160029
8177,ours,h1-balance-hard-v0,1,avg_return,780000,208.76615640959409
8178,ours,h1-balance-hard-v0,1,avg_return,790000,165.3920020010107
8179,ours,h1-balance-hard-v0,1,avg_return,800000,93.473773907218515
8180,ours,h1-balance-hard-v0,1,avg_return,810000,161.68452145129459
8181,ours,h1-balance-hard-v0,1,avg_return,820000,127.16701876658699
8182,ours,h1-balance-hard-v0,1,avg_return,830000,168.63739847099649
8183,ours,h1-balance-hard-v0,1,avg_return,840000,127.01195934690369
8184,ours,h1-balance-hard-v0,1,avg_return,850000,177.42296107447902
8185,ours,h1-balance-hard-v0,1,avg_return,860000,154.8711418629895
8186,ours,h1-balance-hard-v0,1,avg_return,870000,193.29000945479902
8187,ours,h1-balance-hard-v0,1,avg_return,880000,171.85721399278586
8188,ours,h1-balance-hard-v0,1,avg_return,890000,217.58735277987111
8189,ours,h1-balance-hard-v0,1,avg_return,900000,184.31397659408177
8190,ours,h1-balance-hard-v0,1,avg_return,910000,183.956283689636
8191,ours,h1-balance-hard-v0,1,avg_return,920000,203.48350061044334
8192,ours,h1-balance-hard-v0,1,avg_return,930000,157.35467110189052
8193,ours,h1-balance-hard-v0,1,avg_return,940000,139.48869628723207
